scenario,nstage1,n_resp1,stage1_time,prob_pos,decision,fa_n,fa_time,fa_p,event,hr,lower95,upper95,median_surv_1,median_surv_2
1,60,21,21.246026066871945,0.964113362941809,Expansion,120,60.5965245394,0.5322946339760883,88,1.0174700971650656,0.6692763134066592,1.5468131441192396,7.294013054004734,7.379908338256738
1,60,16,26.023861476038928,0.6519263407068582,Failure,,,,,,,,,
1,60,20,22.436378733996268,0.9362709787185161,Expansion,120,69.7551147934,0.35357192303394663,88,0.9229108071844824,0.6072297610024393,1.402705224150717,9.676497084592045,8.0361372025251665
1,60,15,22.888896543940383,0.5392402738114812,Failure,,,,,,,,,
1,60,15,18.726413882276496,0.5392402738114812,Failure,,,,,,,,,
1,60,11,19.84133446433052,0.1321586926495917,Failure,,,,,,,,,
1,60,22,20.356976714143368,0.9809875351983501,Success,,,,,,,,,
1,60,16,19.24951063608417,0.6519263407068582,Failure,,,,,,,,,
1,60,14,20.870615333280842,0.4216548127032631,Failure,,,,,,,,,
1,60,16,19.979043397952058,0.6519263407068582,Failure,,,,,,,,,
1,60,10,23.090564780235585,0.07570694923912588,Failure,,,,,,,,,
1,60,15,20.374972573628686,0.5392402738114812,Failure,,,,,,,,,
1,60,11,18.618591970909183,0.1321586926495917,Failure,,,,,,,,,
1,60,18,20.48668789628143,0.8323713497876907,Expansion,120,65.367889504,0.18922373331100323,88,0.8257112464578927,0.5388654940484288,1.2652490650399157,7.437809466892054,11.512373502632899
1,60,13,22.996910674938647,0.30907298823794616,Failure,,,,,,,,,
1,60,16,17.939028827002957,0.6519263407068582,Failure,,,,,,,,,
1,60,21,19.761617617536725,0.964113362941809,Expansion,120,68.970564563,0.6879177105064596,88,1.1103540500442755,0.7303323003248046,1.688116650326731,7.0192849754777615,8.49045139651699
1,60,14,19.848916938014032,0.4216548127032631,Failure,,,,,,,,,
1,60,16,17.266392727211638,0.6519263407068582,Failure,,,,,,,,,
1,60,15,25.056548962337832,0.5392402738114812,Failure,,,,,,,,,
1,60,18,17.479798698138953,0.8323713497876907,Expansion,120,67.033225689,0.30275862644138585,88,0.8949360106668234,0.5871625842088113,1.3640352514414011,6.757293058114654,6.977106447067619
1,60,17,19.81674985093538,0.7513552232616026,Failure,,,,,,,,,
1,60,17,19.249280208987603,0.7513552232616026,Failure,,,,,,,,,
1,60,16,19.768067531911967,0.6519263407068582,Failure,,,,,,,,,
1,60,17,31.325369767573658,0.7513552232616026,Failure,,,,,,,,,
1,60,17,13.083265261110686,0.7513552232616026,Failure,,,,,,,,,
1,60,15,18.544341513632386,0.5392402738114812,Failure,,,,,,,,,
1,60,14,25.052312328635807,0.4216548127032631,Failure,,,,,,,,,
1,60,13,18.117813917955633,0.30907298823794616,Failure,,,,,,,,,
1,60,13,20.824165298176975,0.30907298823794616,Failure,,,,,,,,,
1,60,23,22.489385281968485,0.9905251108216127,Success,,,,,,,,,
1,60,20,22.273876635518615,0.9362709787185161,Expansion,120,77.7226167053,0.41966123584500276,88,0.9575247449899686,0.6293962039320148,1.4567193630026087,11.295575809008655,8.137466990275405
1,60,11,24.537983732880974,0.1321586926495917,Failure,,,,,,,,,
1,60,14,23.76510065574017,0.4216548127032631,Failure,,,,,,,,,
1,60,14,27.614119203989606,0.4216548127032631,Failure,,,,,,,,,
1,60,19,23.68920622102655,0.8934887785705292,Expansion,120,65.7292671736,0.15947877907015273,88,0.8081238917270308,0.5311076457189767,1.2296268555802254,8.683863923770312,10.356343979532408
1,60,17,16.64980727094312,0.7513552232616026,Failure,,,,,,,,,
1,60,20,19.769499076112137,0.9362709787185161,Expansion,120,63.4742549068,0.15270750661017096,88,0.8034442984841967,0.5282493135574322,1.222003936776684,6.197875568407434,11.106306093654835
1,60,15,17.932686149167314,0.5392402738114812,Failure,,,,,,,,,
1,60,16,21.723592241778643,0.6519263407068582,Failure,,,,,,,,,
1,60,16,22.336935699458362,0.6519263407068582,Failure,,,,,,,,,
1,60,8,29.022631094225346,0.01810573594021145,Failure,,,,,,,,,
1,60,19,21.189613779100057,0.8934887785705292,Expansion,120,64.3156832455,0.7727601142022394,88,1.1736549061525807,0.7711318186742666,1.78629101455594,10.62459987612077,7.707236401780689
1,60,16,16.64444242383287,0.6519263407068582,Failure,,,,,,,,,
1,60,18,22.489977976149376,0.8323713497876907,Expansion,120,70.4545338317,0.3653770931018475,88,0.9290247725859618,0.6107804885413453,1.4130887352665877,9.847258130519265,9.8346319030291
1,60,13,20.69142323893033,0.30907298823794616,Failure,,,,,,,,,
1,60,8,23.23132347665617,0.01810573594021145,Failure,,,,,,,,,
1,60,15,22.810302450329495,0.5392402738114812,Failure,,,,,,,,,
1,60,16,17.9194144882609,0.6519263407068582,Failure,,,,,,,,,
1,60,15,19.67855127078504,0.5392402738114812,Failure,,,,,,,,,
1,60,12,24.539939272934088,0.2105638918307941,Failure,,,,,,,,,
1,60,15,21.301202723128213,0.5392402738114812,Failure,,,,,,,,,
1,60,8,24.000102715290915,0.01810573594021145,Failure,,,,,,,,,
1,60,18,23.39705855503951,0.8323713497876907,Expansion,120,79.2087582309,0.3876339804717737,88,0.9408735667374839,0.6191404744288159,1.4297935689020975,8.446838792059406,9.513699305114184
1,60,12,17.006821206760037,0.2105638918307941,Failure,,,,,,,,,
1,60,20,20.63715927874483,0.9362709787185161,Expansion,120,59.3149952522,0.5041538626281693,88,1.002227601380412,0.6592720228633603,1.5235898538605466,10.339090319401633,7.8830235606553565
1,60,19,20.358865352140985,0.8934887785705292,Expansion,120,67.1785803568,0.709305412046977,88,1.1248993712229425,0.7401346464424006,1.709687016355947,9.145201021641778,7.277311101242994
1,60,17,20.265179402971025,0.7513552232616026,Failure,,,,,,,,,
1,60,22,20.339277525501384,0.9809875351983501,Success,,,,,,,,,
1,60,17,23.150149913991804,0.7513552232616026,Failure,,,,,,,,,
1,60,12,22.774848496287365,0.2105638918307941,Failure,,,,,,,,,
1,60,9,19.091178533591236,0.039179350561765566,Failure,,,,,,,,,
1,60,15,21.828804686504988,0.5392402738114812,Failure,,,,,,,,,
1,60,22,24.405449744942384,0.9809875351983501,Success,,,,,,,,,
1,60,18,17.02496767776514,0.8323713497876907,Expansion,120,58.0492022182,0.13608008890740125,88,0.7908320196184986,0.5197162391891359,1.203378374763986,8.346121983308777,10.129979879002665
1,60,10,23.4119862884755,0.07570694923912588,Failure,,,,,,,,,
1,60,15,20.947730285173858,0.5392402738114812,Failure,,,,,,,,,
1,60,16,28.72611965327302,0.6519263407068582,Failure,,,,,,,,,
1,60,17,21.18156359340571,0.7513552232616026,Failure,,,,,,,,,
1,60,12,17.824414583337642,0.2105638918307941,Failure,,,,,,,,,
1,60,14,20.06566362860372,0.4216548127032631,Failure,,,,,,,,,
1,60,16,18.193795400056498,0.6519263407068582,Failure,,,,,,,,,
1,60,22,19.829201380605472,0.9809875351983501,Success,,,,,,,,,
1,60,14,19.242650892182713,0.4216548127032631,Failure,,,,,,,,,
1,60,9,20.36981457971456,0.039179350561765566,Failure,,,,,,,,,
1,60,17,18.762754366106847,0.7513552232616026,Failure,,,,,,,,,
1,60,13,16.866018227644687,0.30907298823794616,Failure,,,,,,,,,
1,60,15,18.840678279304008,0.5392402738114812,Failure,,,,,,,,,
1,60,15,22.639708743892836,0.5392402738114812,Failure,,,,,,,,,
1,60,15,18.221837377982254,0.5392402738114812,Failure,,,,,,,,,
1,60,17,22.342417505450296,0.7513552232616026,Failure,,,,,,,,,
1,60,14,20.531208765633725,0.4216548127032631,Failure,,,,,,,,,
1,60,21,19.584066760569257,0.964113362941809,Expansion,120,68.7762467795,0.7889004262363032,88,1.1879596442619083,0.7796806833094485,1.810033449084139,7.589066691219725,8.673312012493211
1,60,21,25.20246967479224,0.964113362941809,Expansion,120,73.743813153,0.8156057647899193,88,1.2113065473508917,0.7969274659648455,1.8411506872569787,9.711556643528928,6.57288327437283
1,60,17,23.27063149486928,0.7513552232616026,Failure,,,,,,,,,
1,60,10,22.54760426056372,0.07570694923912588,Failure,,,,,,,,,
1,60,19,23.00670729754188,0.8934887785705292,Expansion,120,69.8409211957,0.08878162394224905,88,0.7498118318491225,0.4926706381558075,1.1411635677852896,7.907935075269032,12.194991077935859
1,60,13,18.104222367066722,0.30907298823794616,Failure,,,,,,,,,
1,60,18,19.056499072086915,0.8323713497876907,Expansion,120,63.3115234046,0.041302336374412274,88,0.6885673290075506,0.4507298190257995,1.0519050361508337,7.327134621075185,10.468252937960605
1,60,15,23.108487643475083,0.5392402738114812,Failure,,,,,,,,,
1,60,15,23.77154466761421,0.5392402738114812,Failure,,,,,,,,,
1,60,13,23.444330965936405,0.30907298823794616,Failure,,,,,,,,,
1,60,17,17.074204040290983,0.7513552232616026,Failure,,,,,,,,,
1,60,16,21.547800537449124,0.6519263407068582,Failure,,,,,,,,,
1,60,17,16.378647502166096,0.7513552232616026,Failure,,,,,,,,,
1,60,15,20.07067474578615,0.5392402738114812,Failure,,,,,,,,,
1,60,18,21.04927590765324,0.8323713497876907,Expansion,120,63.8607918532,0.32986502926441813,88,0.9099651736636506,0.5977987760152029,1.3851427110644663,6.960693565824769,10.974382729754343
1,60,17,19.264472936288495,0.7513552232616026,Failure,,,,,,,,,
1,60,12,19.883912103731834,0.2105638918307941,Failure,,,,,,,,,
1,60,10,21.585215225152893,0.07570694923912588,Failure,,,,,,,,,
1,60,14,18.504848544404993,0.4216548127032631,Failure,,,,,,,,,
1,60,14,18.477231893799974,0.4216548127032631,Failure,,,,,,,,,
1,60,8,17.920496869870256,0.01810573594021145,Failure,,,,,,,,,
1,60,12,18.163655639064025,0.2105638918307941,Failure,,,,,,,,,
1,60,12,19.973302320908065,0.2105638918307941,Failure,,,,,,,,,
1,60,11,24.881020654438846,0.1321586926495917,Failure,,,,,,,,,
1,60,17,19.344903623329607,0.7513552232616026,Failure,,,,,,,,,
1,60,19,23.123918327422924,0.8934887785705292,Expansion,120,73.4331754281,0.7297363566614078,88,1.1396199844356065,0.749652010185727,1.7324487779379791,10.420100801979672,7.330684431130903
1,60,14,22.22237844263667,0.4216548127032631,Failure,,,,,,,,,
1,60,17,20.23654765592119,0.7513552232616026,Failure,,,,,,,,,
1,60,9,22.383746698459458,0.039179350561765566,Failure,,,,,,,,,
1,60,15,19.671536963189908,0.5392402738114812,Failure,,,,,,,,,
1,60,15,19.525526287465535,0.5392402738114812,Failure,,,,,,,,,
1,60,15,23.720612753434732,0.5392402738114812,Failure,,,,,,,,,
1,60,20,23.80586030223415,0.9362709787185161,Expansion,120,70.4396851466,0.8914689662627735,88,1.3030976060905086,0.8548602318707802,1.9863637442611695,9.499131757458272,8.476448714698433
1,60,20,22.494531593006144,0.9362709787185161,Expansion,120,70.4751700538,0.30141457136984573,88,0.8948894288528219,0.5888509426190511,1.3599826915631066,8.191480600757195,10.83018180402206
1,60,19,21.02671652325718,0.8934887785705292,Expansion,120,62.8344309271,0.7086755799589151,88,1.124621596082096,0.7395706515911296,1.7101459227095848,10.59478338154133,6.818793835009804
1,60,12,16.77959425914015,0.2105638918307941,Failure,,,,,,,,,
1,60,15,19.909795634770898,0.5392402738114812,Failure,,,,,,,,,
1,60,12,20.63248542831091,0.2105638918307941,Failure,,,,,,,,,
1,60,11,19.411359294541793,0.1321586926495917,Failure,,,,,,,,,
1,60,14,21.36995721851184,0.4216548127032631,Failure,,,,,,,,,
1,60,17,20.17401392536806,0.7513552232616026,Failure,,,,,,,,,
1,60,11,21.288664403306996,0.1321586926495917,Failure,,,,,,,,,
1,60,22,22.336956701248546,0.9809875351983501,Success,,,,,,,,,
1,60,8,21.220876393740973,0.01810573594021145,Failure,,,,,,,,,
1,60,19,19.273237931115723,0.8934887785705292,Expansion,120,65.2737628035,0.9729581191608943,88,1.507680732757344,0.9899484393803857,2.2961813984478514,10.693387818725729,6.72401398494086
1,60,18,25.195379838145673,0.8323713497876907,Expansion,120,79.6136750041,0.8448986012941153,88,1.242385977826755,0.8163171502189407,1.890837302005184,14.46942798501271,10.436991097755534
1,60,14,20.315567956941944,0.4216548127032631,Failure,,,,,,,,,
1,60,13,24.815525061512513,0.30907298823794616,Failure,,,,,,,,,
1,60,16,21.017274009696596,0.6519263407068582,Failure,,,,,,,,,
1,60,12,20.41376652371044,0.2105638918307941,Failure,,,,,,,,,
1,60,14,17.707680867857185,0.4216548127032631,Failure,,,,,,,,,
1,60,14,22.94624762600281,0.4216548127032631,Failure,,,,,,,,,
1,60,18,20.43820698963825,0.8323713497876907,Expansion,120,60.5251208225,0.6840239109092491,88,1.1079887502471744,0.7281490296258669,1.68597226766212,7.274032031080144,7.782421746763828
1,60,14,17.22065534181998,0.4216548127032631,Failure,,,,,,,,,
1,60,16,21.94575693452694,0.6519263407068582,Failure,,,,,,,,,
1,60,12,20.287213743206312,0.2105638918307941,Failure,,,,,,,,,
1,60,15,21.517579074226223,0.5392402738114812,Failure,,,,,,,,,
1,60,10,28.495151130147708,0.07570694923912588,Failure,,,,,,,,,
1,60,20,20.8774540659361,0.9362709787185161,Expansion,120,74.8140476498,0.7743329056336108,88,1.1743150780186375,0.7726731948589205,1.7847337161912398,10.303112453503163,8.503615466606167
1,60,16,20.909832428864064,0.6519263407068582,Failure,,,,,,,,,
1,60,10,20.134053825715252,0.07570694923912588,Failure,,,,,,,,,
1,60,10,18.10557486621776,0.07570694923912588,Failure,,,,,,,,,
1,60,15,18.17248992477005,0.5392402738114812,Failure,,,,,,,,,
1,60,18,17.609066448266713,0.8323713497876907,Expansion,120,65.6254375031,0.5896092780563269,88,1.049913637648769,0.6888435471155718,1.6002452968263448,8.041154613959492,8.656746733795432
1,60,16,26.299919130097177,0.6519263407068582,Failure,,,,,,,,,
1,60,12,22.825641007664014,0.2105638918307941,Failure,,,,,,,,,
1,60,18,21.837567287767207,0.8323713497876907,Expansion,120,64.1482812208,0.04700815537941259,88,0.698443338826021,0.45787188599952,1.0654139563199811,4.987201108762096,7.12734730860202
1,60,20,24.441620317847466,0.9362709787185161,Expansion,120,69.8202214481,0.1030901129532618,88,0.7633168626841789,0.5015402106462976,1.1617266581819956,5.168967805689327,8.617688364233508
1,60,18,20.370655718696963,0.8323713497876907,Expansion,120,64.3861073628,0.8229253417239311,88,1.2184690990078562,0.8016771719129043,1.8519511310199985,9.05550821165118,5.719554679625339
1,60,16,19.587798451557582,0.6519263407068582,Failure,,,,,,,,,
1,60,16,27.62055812806466,0.6519263407068582,Failure,,,,,,,,,
1,60,18,25.236020552820957,0.8323713497876907,Expansion,120,80.1574493465,0.3697971023022971,88,0.931494008940564,0.6129294099452132,1.4156297195295644,10.103818183877037,13.563727505928501
1,60,16,17.718267462573714,0.6519263407068582,Failure,,,,,,,,,
1,60,11,17.910903983668703,0.1321586926495917,Failure,,,,,,,,,
1,60,12,20.91452694094463,0.2105638918307941,Failure,,,,,,,,,
1,60,10,18.43343256001468,0.07570694923912588,Failure,,,,,,,,,
